御異議ないと認め ます , 立憲民主党 ・ 民 友 会 の 蓮 舫 です
これは 省エネ というのは これは 不 断 に 進めて いかなきゃいけない 省エネ というのも 重要な 電力 源 だというふうに思っております ので 政府として も 積極的に 進めて まいりたい というふうに思っています , 二〇一二年 に 立て た 二〇三〇年 目標を 実は 二〇一五年 に 既に 達成 されました
先ほどから 数字 の責任 とか 数字を 正確に と おっしゃっています が この グラフ は ちょっと 誤解 がある と思いますよ , 省エネ だけ じゃない んです
お答え する前に その パネル 下げ て いただけない 間違って いますので それ データ が , その 再生可能エネルギー の中身 も 相当 私は 堅 い もっと 推進 するべき 数字 だ と思っているんです
時間 終わって います , は い
 平成二十八年度 一般会計 補正予算 ( 第 3 号 ) 平成二十八年度 特別会計 補正予算 ( 特 第 3 号 ) 以上 二 案を一括して議題と いたします , おはようございます
 先般 土 曜 日に 二十八日 に 電話 して 首脳会談 を行い まして 二月 の 十日 に 日米 の 首脳会談 を行い その 場 で 安全保障 また 経済 全般 にわたって 議論 を行い また アジア太平洋地域 の現状 認識 も含めて 議論を していく ことによって お互い に 信頼関係 を 構築 し そして 日米同盟 の 揺 る ぎ ない 姿 を 世界に 発信 していくこと で 一致 したところでございます , トランプ大統領 が 中 東 アフリカ 七 か 国の 市民 の 入国 を 一時 的に 禁止 するという 大統領 令 に 署名 国内 外 で 反 発 が 広がって いる んですが 自由 の 制限 とか あるいは 報 復 措置 分 断 を 生 む か のような 対応 というのは 懸念 を 私は 感じる んですが 総理は どう お考え になります か
今 蓮 舫 委員が 御紹介 のような 大統領 令 を 発出 している ことは承知をしております が 日本 としては G 7 の 議長 国 で もあります , トランプ大統領 が 署名 をした 大統領 令 は 難民 だけではなくて 一般 国民 ですが その 件 に関しては 何か お考え はありますか
これは 米国の 言わば 大統領 令 という形で の 米 政府 の考え方 を示した もの であろうと思います , トランプ大統領 は 同じく 大統領 令 で 総理が 進めて いた TPP から 永 久 に 離 脱 と 署名 をされました
 プライマリーバランス についての 目標 二〇二〇年 度 の 目標 については 既に お話を している とおりであります が 私たち が 進めて きている この 経済 政策 によって 税収 は 二十 二兆円 民主党政権 時代 よりも 増えている のは 事実 でございます , どうか 今日は 自 画 自 賛 と 他 者の 批判 だけではなくて 議論 をさせていただきたい んですが まず 総理が 進める と された 働き方改革 これは なぜ 進め よう と 思われ た んでしょうか
 働き方改革 については 先般 電 通 の 社員 が 働き 過ぎ 過 酷 な 労働 状況 によって 自ら の 命 を 絶 つ という 悲 しい 出 来 事 もありました , 生産 年齢 人口 が 縮小 していく 中で 一人一人 の 労働 生産性 を高める ことは 議論を ま つ まで もない と思っているんです が 私たちは この 働き方改革 で 優先 すべき は 長時間労働 の 規制 だ と考えています
今 蓮 舫 委員も 一人一人 の 生産性 を 上げていく ことが 大切 であるということを おっしゃった それは 認識 が 同じ ではないか と こう思う わけでございます , 長時間労働 をなくす には 残業 の 上限 時間 規制 を設ける こと 併せて イン ター バ ル 規制 を 入れる ことが大事だ と 我々は 既に 法案 を出して います
 報道 は 報道 でございまして 私ども 時間外労働 の 上限 につきましては 今 基本的な考え方 は 総理から 申し述べ た ところでございます けれども 今 政府の 働き方改革 実現 会議 におきまして これから 有識者 労働者 使用者 側の 議員から 様々な 意見を 承 って 検討を 深め ていこう そして 実態を やはり きっちり と 見て しっかりと 議論を して 結論を出 していこう と こういうふうに 考えております , いや 答えて いません
今 申し上げたとおり これから まさに 働き方改革 実現 会議 において 具体的な 議論が 二月 一日 に 初めて 長時間労働 の問題について 議論 をしていただく よう になっている わけ であって 報道 は 報道 であって 私どもとしては 正式に この 実現 会議で 議論 を深めて まいりたい と こう 思っているところでございます , では 確認します
 報道 が どういう 報道 をされている の かということは 報道 の皆さんに 聞いて いただかないと 私ども よく 分かりません で 私どもは 先ほど申し上げたとおり 二月 一日 に 初めて 実現 会議で 長時間労働 について 議論 を始め るという ところでございまして 先ほど申し上げたように 我々 この 所管 をする 法律 を 所管 をする 役所 として いろいろな 検討を 常に しているわけであります から それを どういうふうに 取材 をされて 報道 される か は 報道 の自由 でありますので 私どもとしては 何 とも 誤 報 であろう か どう であろう かということ の判断 は なかなか できない ということでございます , 加藤 大臣 事実 はどう でしょうか
 御承知のように 働き方改革 実現 会議 大きく 九 つ 同一 労働 同一 賃金 始め として いろんな 議論 をしていただいて おりまして これまで 昨年 末 には 同一 労働 同一 賃金 についての ガイドライン 案 も 出 させていただいて 議論 をさせていただきました , 過労死 の 労災 認定 基準 いわゆる 過労死 ライン というのは 二 か 月 から 半年 の 月 平均 が 八十 時間 一か月 で 百 時間 と されています
今 の御質問 は 報道 が 正しい として 御質問 になった んだろうと思います けど 先ほど申し上げたとおり また 加藤 大臣から も 申し上げたとおり これから まさに 議論を する そういう 段階 でございますので どういうふうに していくのか というのは 先ほど申し上げたとおり この 過労死 基準を クリア するという 健康 確保 を 図 った 上で さっき 申し上げたように 女性 あるいは 高齢者 が 活躍 しやすい 社会 をつくる ため あるいは ワーク ・ ライフ ・ バランス をどう 実現 していくのか と こういうことを 一緒に 議論 して いただこう というのが 私どもの 考え でございますので 二月 一日 の議論 で どういう ような お考え を 皆さん が お示し になるのか 私どもとして も その お考え を 待って いるところでございます , 総理 これまで 八十 時間 百 時間 働いて 長時間労働 その結果 過労死 と 認定 された 御 遺族 の 方たち の話を 聞きます けれども それを 法改正 で 百 時間 八十 時間 まで 認めて しまった ら これまで 過労死 認定 されていた 方たち が 救 わ れない ということになる
ただいま 厚労大臣 が 答弁 をさせていただいた ように 果たして どれぐらい の 時間が 適正 かどうかということ について まさに ワーク ・ ライフ ・ バランス 健康 状態 との関係 ということ も含めて これから 有識者会議 が スタート する わけでありますから そこで 御議論 を いただきたい と このように思っております , 議論を した上で 法律 は いつ 出す んでしょうか
 議論が しっかりと 収 れ ん し この 作業 が 済み 次第 法律 を 提出 したい と考えております , 我々は 既に 法案 を出して います
 議員立法 については 国会 が お 決め になる ことでございます , それは 今 国会 という理解でよろしい ですか
 準備 ができ 次第 提出 をしたい と考えております , 今 国会 じゃない こと もある ということですか
 準備 ができ 次第 党 内 手続 与党 手続 も含めて 準備 ができ 次第 ということであります , 去年の 秋 に 働き方 実現 会議 を設けて その 冒頭 で 議長 である 総理は 迅速に 法案 を 国会に 出して いくと 言いました
 長時間労働 の 是正 を含めまして この 三月 末までに 働き方改革 実現 会議で 取りまとめ 実行 計画 を 決めて いただくということ に しております , いつ 法案 を出す か も 答え られ なくて できるだけ 迅速に と 余りにも 矛盾 をしている と思うんですけれども こう している 間に も 例えば 長時間労働 で 大変 苦しい 思い している 方も いる かもしれない 過労死 に 追い 込ま れる 方も いる かもしれない
これは 蓮 舫 議員 も よく 御存じのとおり 労働 規制 というのは 様々な 労働 の 形 そしてまた 経済活動 がある わけで それ への影響 というのは 当然 様々 考えて いかなきゃいけない の はもう 御案内のとおり であります , 今 厚労大臣 が 実現 会議 には 連合 の 会長 も 入っている と 言いました が たしか 労働者の 代表 は 一人 だけで 経営 側の 代表 は 七 人 です
 イン ター バ ル を設ける ことは 重要 だろうと こう 考えております が 健康 な 生活 を 送 る ために も 重要 であります , 我々は 法律で しっかり 義務付け るべき と 考えている んですが 総理は 企業の 自主 努力 自主 取組を 優先 すべきだ という認識 ですか
今 申し上げましたように 導入 をしている EU におきまして EU 指 令 におきましても これは 全て ではなくて 十四 の これは 例外 規定 が 設け られている という 事実 もございます , つまり 政府としては 助成金 は つくる けれども 企業 側に それを 積極的に 設け る 働きかけ というよりは 自主的に 取り組んで ほしい という 答え だと 伺いました
今 総理から 申し上げたように まずは イン ター バ ル を導入する 中小企業 への 助成金 の 創設 を 今回 いた した ところでございまして そしてまた 加えて 好 事例 の 周知 を通じて 制度が 広く 導入 される ように ということで 自 発 的な 中小企業 の イン ター バ ル を 導入 をした 際に それを 応援 をする という形 の 助成金 ということで 創設 をさせていただいた ということでございます , 中身 を 伺って います
 金額 等 仕組み が どうなっているのか ということを 申し上げれば この 対象となる イン ター バ ル 時間 数 中小企業 が 導入 された 場合 ですね それは 九 時間 以上 を 想定 をしております , イン ター バ ル 制度 を導入する とした 事業主 が 労働時間 管理 の これ 機械 や 器 具 を 買って 実際に 労働時間 の改善 に 成果 が 上がった 会社 に その 経費 の一部 を 助成 をする
今 機械 とおっしゃった んですが これ まず 助成 の 概要 は 先ほど申し上げたとおり その 自 発 的に 導入 された 中小企業 事業主 に対して 助成 をする ということでありますが その 助成 の対象 は 就業 規則 等の 作成 変更 費用 あるいは 研修 費用 それから 労務 管理 用 今おっしゃった 機器 など の導入 そして 更新 費用 など これは シ フ ト を いろいろ 変え なきゃいけない とか いろんな ことがある ので この 今申し上げた ような 就業 規則 など についても しっかりと 直 す ということ そして 研修 も して いかない と 定着 は しない ということで この ような形 に しているところでございます , 総理 三 億 七 千万円 を使って 今 イン ター バ ル 制度を 導入 している 二 ・ 二 % の 企業 の割合 を 増や していく んだと 党 首 討論 で 総理は こう 主張 されました
この イン ター バ ル 制度を 導入 していく 上において は 先ほども 答弁 をさせていただきました ように 中小企業 においても しっかりと そういう 体制 が 整え ることができる という状況 をつくっていく 必要 が 確かに ある んだろうと思います , 過労死 の 弁護士 の方 とか 御 遺族 の方々に お話を 伺 う と 過労死 を 予防 する の に 最も 効果的な のは イン ター バ ル 規制 だと 私たちは 伺って います
 口 に していない ことはない ですよ , 結婚 や 出 産 や 職場 復帰 まず その 制度 をしっかり 全ての 企業 に 用意 をする その 下 支え をする ことも 大事だと思います が 制度 があって も それが 使 え ない その リスク は 女性 が 負 う という のであれば 私は ここ を変え たい と思っています
繰り返し 政府として も そ の重要性 を 認識 し そして その 男女 共同 参画 社会 を 実現 す べく 様々な 政策 を行っているところでございます , 厚労大臣 教えて いただきたいんですが 国立 社会保障 ・ 人口 問題 研究所 の 将来 推計 二〇一〇年 に比べて 二〇 四 〇 年 二〇 五 五年 二十 から 三 十九 歳 の 女性の 人口 は どのように 変わる でしょうか
 資料 でも お配り をいただいております けれども 日本 だけ の数字 でよろしい んで ご ざ い ましょう か , これは 衝 撃 的な 推計 なんですが 今 生まれ て くる 赤 ちゃ ん の 九 三 % の お 母 さんは 二十 から 三 十九 歳 です
 先ほど申し上げたように 様々な 場 で 輝 く 女性 について 言及 をしている わけでございますが 同時に 我々 今 蓮 舫 委員が 挙げ られた この 将来 推計 等々 も しっかりと 念頭に 置き ながら その中で 希望 出 生 率は 一 ・ 八 でありますから その 希望 出 生 率 一 ・ 八 を実現する その 希望 が 実現 される 社会 に していく ために 様々な 課題 を取り 除 いて いかなければならない と このように考えております , 希望 出 生 率 一 ・ 八 を実現する といっても 例えば 待機児童 の問題 一日 一日 先 送り を したら 子供 は 育 つ し 仕事 に 復 職 できない リスク が どんどん 高 まる の に 政府は どちらかというと 箱 物 整備 に 重 き を置いて 保育士 さんの 待遇 改善 には 随分 と 後ろ 向き です
まず 今 第四 次 男女 共同 参画 基本計画 を 男女 共同 参画 基本法 に基づいて 作 っている ところでございます , そうした 目標 大切 だと思います
私は 先ほど 蓮 舫 代表 が おっしゃった ことと 全く同じ ように 男性 であれ 女性 であれ 能力 に応じて 平 等に 登 用 される 機会 を与える べき であるということを 申し上げております , 今 おっしゃっている ことと 真 逆 な ことを 寄 稿 しています
 読ませて いただきます , 加藤 大臣が おっしゃいました が 女性の 登 用 を 伸 ば す という ときに 能力 が 劣 っている 人を 雇 え とは 書いて ありません
先ほどから 何度も 申し上げておりますように 十年 前の こと であり そして その 当時の 一 議員 としての 発言を 申し上げた ところであります , 少なくとも 十年 前の 稲田大臣 の 寄 稿 を見 たら 考え方 は 百八十 度 違います
 どうしても 代表 が 読 め と おっしゃいます ので 読ませて いただきます , 稲田大臣 十年 前 の発言 でも 政治家 が 自分の 考え方 として それを 堂 々 と 投 稿 して 主張 されている んです
私は 全く 現在 先ほど 代表 が おっしゃった 蓮 舫 委員がおっしゃった とおり の 考え をしております , いや 同じ 寄 稿 の中で あなた は 六 歳 未満 の 子供 を持つ 夫 の 育児 関連 時間 これ 目標 に 掲げて いる んですが これは この 十年 で そんなに 変わって いません
私 今 蓮 舫 代表 が 読 ま れた ところ 記憶 に はない んですけれども 私は 女性 も 男性 も 家 事 を 分担 すべき ですし 我が 家 で もそう してきた ところでございます , 人口減少 の 時代に 突 入 した 日本 で 男 でも 女 でも 望 め ば その 能力 を発揮 できる 機会 が 平 等に 保障 される というのは 大切なこと です
当然 その とおりであります , 自民党の 憲法 草案 で はどう やら そう は 思えない 第二 十四条 というもの があります
私は 今 ここに 政府の 行 政府の 長 として 立 って おりますので 自民党の 草案 に関わる ことについて お答え する立場 に はございません , 一般論として 今 はない んですが 家族 という 項目 を 憲法 に 規定 するのは これは 立 憲 主義 的には 認められる と お考えでしょうか
 どのような 文言 を 入れる かということについて それは 憲法 審査会 で 御議論 いただければと思います , 去年 二月 の 衆議院 予算委員会で 当時の 稲田 代 議 士 に 現行 憲法九条 について 聞か れた とき 総理は 自民党 憲法 草案 が 将来 あるべき 憲法 の 姿 を示して いると 説明を し 非常に 具体的な 答弁 をしています
 国会の 場 において 憲法 の 逐 条 的な どのような 憲法 を作って いく かという 具体的な 案 については 憲法 審査会 において 議論 すべきである というのは 私の 不 動 の 姿勢 でございます , 去年の 予算委員会 は じゃ どんな 姿勢 だった んですか
 同じ であります , 先ほど 説明を しました が 去年の 予算委員会で は 具体的に お話し になられて います
 改正 項目 については お話 は いたしません , 憲法九条 憲法 四 十三条 について 去年 総理は 衆議院 でも 参議院 でも 具体的に 説明 をしています
 そのとき も 基本的に 言わば どのような 条文 をどう 変えていく かということについては 私の 考え は 述べて いない はず であります , いや そのときに お考え も 丁寧に 述べて いますよ
 明治 の 民法 規定 について 民法 全体 がありますけれども 今 そこで 私が それについて 評価 する立場 に はございません , 民法 全体 と言って いません
 戦後 戦争 が 終わって まさに その 家 制度 そのもの について 言わば 未来 に向かって どういう 家 制度が あるべき かということ において 現在の 民法 が 定められた ものと承知しております , 法務大臣 に お伺い を します が 旧 民法 妻 家族 の権利 は何 が 制限 されて いました か
 蓮 舫 委員の御質問にお答え します が 今 朝 先ほど 御 通告 がありました , ありがとうございました
当然 私は 憲法 も 遵守 する また 法律 も 遵守 する立場 にあります から 当然 それを 実現 していかなければならない と このように考えております , 自民党の 憲法 草案 に戻 ります が 二 十四条 現行 では 保障 されている 権利 の 配偶者 の 選択 住 居 の 選定 が 削除 をされました
 自民党 草案 について 私が ここで 逐 条 的に 解説 する立場 ではございません , 逐 条 ではなくて 婚 姻 というのは 両 性 の 同意 のみ で 成立 するもの この 「 のみ 」 以外 でも 成立 するもの と お考えでしょうか
まさに 「 のみ 」 をどうするか ということ 等 については これは まさに 憲法 審査会 で 御議論 いただければと思います , 現行 憲法 で 「 のみ 」 が 付いて いる のは なぜ だと 総理 として 認識 しています か
今 「 のみ 」 が 付いて いる のは 何か ということであれば 法制局長官 から 答弁 させ たいと思います , 法制局長官 どう でしょうか
自民党の 憲法改正 草案 について 何か コメントを するという 立場に はございません が 現行の 憲法 において 「 婚 姻 は 両 性 の 合意 のみ に 基 いて 」 と 書いてある , 一言 多い ところは もう 答弁を もっと シ ン プ ル にして いただきたいんですけれども 今 御指摘いただいた ように 当時 旧 民法 下 においては 本人 の意思 に そ ぐ わない 婚 姻 が 強 要 されること もあった それ において 「 のみ 」 を 付ける ことによって 自由 な 婚 姻 男女 共 に 平 等に 婚 姻 を 選択 できる 権利 が 保障 された わけです
まさに そういう 議論 は 憲法 審査会 で していただければ いい んだろうと思います , 稲田大臣 あなた 二〇〇八年 三月 の 「 日本 」 という 雑 誌 を 見た んですけれども 「 尊 属 殺 人 規定 を 復 活 せよ 」
この 中で 申し上げて いた のは 親 を 大切 に するということを やはり 重要 に しなければならない ということ であって 尊 属 殺 人 規定 を 復 活 せよ とは 思っておりません , 政治 の 間違い は 政治 が 正 さ なければなりません 尊 属 殺 人 規定 は 復 活 させる べき です
この とき と同じ 考え ではない ということでございます , いつ 変わり ました
 十年 たち まして その 過程 で 私も 政治家 として 成長 した んだ な と思います , 同じ この 「 日本 」 で あなた は 日本国憲法 が 押し 付け られ その中で 日本人 は 個人 主義 化 して いった 個人 主義 といえば 聞こえ は いい ですが ただ 単に 自分 しか 見えて いない 自分 勝 手 な 人間 を 大量に つくり 出して しまった あ し き 個人 主義 が 蔓 延 して 家族 が ばらばら になっている 今 手 を 打 た なければ 取り 返 し が 付 か なくなる G H Q に 破壊 された 日本の 価値 観 を取り 戻 す こと
 その中で 申し上げて いた のは やはり 日本の 良 き 伝統 や 良 き 考え方 は 取り 戻 さ なければならない そして それが 自民党の 立 党 の 精神 で 我が国は 単に 経済 力 や 力を 付ける だけではなくて 世界 中 から 尊 敬 される 国 を 目指 そう ということを申し上げて いた ということでございます , 昨年 末 に 安倍総理 が オバマ大統領 と ハ ワ イ の パ ール ハ ー バー に 祈 り を 共 に さ さ げ ました
 あの ハ ワ イ においても 例えば 総理 と 一緒に 訪問 した 飯 田中 佐 の 慰 霊 碑 ですとか また ミ ズ リー 号 に 突っ込 んだ ゼロ 戦 の 戦 士 兵 士 たち を 厚 く 弔 って おられます , 稲田大臣 は 大臣 です
 言わば 国民の皆さん は まさに 毎日 額 に 汗 して 働いている わけでございます , その上で 文科省 の 今回の 不祥事 天下り に 組織 が 丸 ごと 関わって いた
今回の 事件 を受けまして 総理から 全 省庁 に対して 厳しく 調査 し 結果 を 報告 するように と 指示 を受けて おります , 大事なこと は 調査 の中身 はもちろん ですが スピード 感 も 大事だ ということは 是非 申し上げて お こう と思います
 我々は このような 権限 を 背景 とした 天下り 組織 的な 天下り を 根 絶 しなければならない と このように 思っている わけでございまして 今後とも 監視委員会 が しっかりと その 能力 機能 を発揮 していく ことによって 根 絶 を図って いきたい と このように考えております , 再就職 に 疑い が 持 た れて はいけない んですが 安倍内閣 になって から 国 一〇〇 % 出資 又は 国が 筆頭 株主 の 特殊 法人 の トップ 独法 理事長 など に 官僚 OB が 次 々 と 再就職 をしています
今 御指摘のありました 中で 二つ だけ 私ども 関連 しております んで , 適 材 適 所 の 人事 公募 は されなかった んですか
その 当時 安 居 代表 の方から 私ども の方に お話がありました ので 内部 において 検討 をする という話 だった ので その 話 を受け させていただきました , つまり 公募 を行わ ない で 前 任 者 から 指名 をされた 人が 適 性 かどうか というのを 判断 した ということですか
 会社 の中において 少なくとも その 中の 会社 の中で 取締役 会 等々 いろんな 組織 の中において 検討 された 結果 を踏まえて 会社 の 継続 性 を考えて 全く 全然 関係 ない 人を 呼 ぶ より は きちんとした 継続 性 を踏まえた 人を その 会社 の中の 継続 性 ......( 発言する者あり ) 継続 性 という意味 分かります 継続 性 の 意味 が 分からない それも 説明 する んですか , いいですか 特殊 法人 は 国の 出資 や 補助金 財 投 債 から 資金 調達 をしておりまして ここは 税制 でも 優遇 措置 があります
 役 人の 再就職 の問題は 総理が 先ほども お話し された ように 予算 や 権限 等を 背景 に 官民 癒 着 そして その ことによって 行政 が ゆ が め られる と そういうこと がある 場合には これは 決して 許されない ということで 再就職 の 規制 が行われている わけであります , 再就職 に関して あっせん はいけない のは これは 法律 違反 です
それは その 独法 の 組織 が それぞれの ......( 発言する者あり ) あっ 特殊 法人 が それぞれの 運営 の中で ど の方が 適当 かと 能力 識 見 を見て 決める こと でありまして そして そうしたこと が 国家公務員 法 で 規制 していること に 抵 触 しない かどうかは 監視委員会 が しっかりと チェック していく ということであります , 国 交 大臣 に伺います
 新 関西 国際 空港 株式会社 は 特殊 会社 でございまして 会社 の 取締役 会 で 社長 の 人事 を 決定 をし 大臣が 認可 するもの でございますが この 新 関西 国際 空港 株式会社 は 今 関西 国際 空港 と 大阪 空港 は 民間 に コンセッション 民間 に 運営 委託 をしております が それを 空港 設置 管理者 の立場から 適切に モニタリング をする 必要 がございまして 関西 財 界 から 引き続き 新 関西 国際 空港 株式会社 への 安定 的 継続 的な 関与 を 求められて おりました , 同じく 国 交 大臣
 UR 都市 再生 機構 の 理事長 選任 に当たりましては 公平性 透明性 を確保するため 公募 を行い まして 第三者 で 構成 する 選考 委員会 による 審査 で の 選考 結果 を踏まえ 任命 権 者 である 私が 適 任 と 判断を し 選任 することと いたしました , 受 入 先 の 特殊 法人 や 独立行政法人 これは 予算 確保 のために 官僚 の OB を 受け入れ 省庁 は 天下り 確保 のために 予算を 注 ぐ という 構造 が 随分 長い こと これは 不適切 だという 部分 で 当時 これは 安倍 さんが たしか 官房長官 だったと思います 小泉 内閣 のとき から 改革 は 進めて まいりました
私も そういう 元 事務次官 等が そういうところ に行く のは どうか ということで 説明 を求め た こと もございます , 随分 長い こと 国民の 不 信 の 目 を 招 か ない ために も 当時の それぞれの 行政 担当大臣 は 大変な 苦労 をした と思います
 言わば 私も 第一次 政権 のときに 答弁 をさせていただいた わけでございますが 言わば 省庁 の 権限 を 背景 に 押し 付け ていく そして 人事 の一環として それ がなされている ということは あってはならない と こう 申し上げた わけであります , いや つまり ですね 国が 一〇〇 % を 出資 している あるいは 筆頭 株主 である 所管 省庁 の 権限 管理 あるいは 予算 こういうもの が 物すごく 色 濃 く ある 特殊 法人 に 民間 が これまで 就 いて いた ものを あえて 能力 がある 私は もう 元 官僚 の方が 能力 がない とは 申し上げ ません その 方に 能力 がある といって ここまで ず らず ら と 天下り が 復 活 している か のような 印象 を持た れる 人事 が しかも トップ ですから 全員 ここ に行く の が 本当に これは 行革 的に 適正な のか どうなのか 私は やっぱり 疑念 を持ち ます
 言わば その 段階 においても ひ も が 付いて いる という状況 の中において の 再就職 は あってはならない と , いや だからこそ 行革 というのは 常に 常に 続け なければいけない と思うんですね
ただいま 行革 担当大臣 から 答弁したとおり であります , 熱 意 が 全く 感じ られない の が 残念な んです
これより 会議を開きます , 民進党 ・ 新緑風会の 蓮 舫 です
ただいまから 国家 基本 政策 委員会 合同 審査 会を開会 いたします , 民進党 の 蓮 舫 です
 議員立法 として 提出 されている IR 法案の ことだと思います が まさに この IR 法案 は 統合 リ ゾ ート 施設 でございまして これは 私も シンガポール の 施設 を 視察 をさせていただきました が いわゆる カジノ だけではなくて ホテル あるいは 劇 場 そして ショ ッ ピ ング モ ール や 水 族 館 とか また テーマ パー ク も 構成 する 要因 でございまして いわゆる カジノ と言われる 施設の 床 面積 は 三 % のみ でありまして 様々な 対策 が 講じ られている というふうに承知をしております , 超 党 派 の 議 連 をつくって 同じ 志 を持って 議員立法 を 提出 する ところまで は全く 異 論 が ありません
今 蓮 舫 委員 は この 審議 の仕方 中身 とは 別に 審議 の仕方 に 問題がある から 例えば 中身 に 問題がある から ではなくて 言わば 審議 の ......( 発言する者あり ) 両方 に 問題がある , 中身 について お伺いします
 皆さん 落ち 着 かれ ました か , 総理 自ら が 成長 産業 は 大きな 目 玉 になると おっしゃっている んです
これは 先ほど申し上げました 言わば 統合 リ ゾ ート 施設 であり これは まさに この 床 面積 の三 % は 確かに カジノ でございますが それ以外 は 劇 場 であったり あるいは テーマ パー ク であったり ショ ッ ピ ング モ ール であったり あるいは レ スト ラン である わけであります , ただ の リ ゾ ート 施設 だったら 法律 は 要 らない んです
これ 皆さん 私の 今 言っている ことは 聞き たくない かもしれませんが 事実 でありますから 少し 静かに た ま には 耳 を 傾 けて いただきたいと思います , 総理 よく 分かりました
まず いろいろ 御指摘 されました から これは 討論 ですから それに対して も 反 論 させていただきます , 中 学 から 母 子 家庭 で お 母 さん を 楽 に させた い 勉強 して 東 大 に 行 きました
はい 分かりました , 長時間労働 を なく しましょう 過労死 を 防止 しましょう 大切な 話 です
これ 私は 独 裁 者 ではない んですから 行 政府の 長 であります , 閣 法 以外 は 審議 をした く ないという 姿勢 も よく 分かりました
 蓮 舫 代表 時間が来ておりますので おまとめください , ロシア の プ ー チ ン 大統領 アメリカの オバマ大統領 に お会い になる
 質問を終わります , 民進党 の 蓮 舫 です
 米国 が 民主 的な 手続 によって 次 期 大統領 を 選出 を したところでございます , どういう 印象 を持って いました か
 他国 の 言わば 選挙 の結果 についての 印象 を 私が 総理大臣 として 述べ る の が 適切 かどうか 私は 適切 ではない と こう 考えている 次第 でございまして 我々としては まさに 先ほど申し上げました が 日米同盟 というのは 我が国の 外交 ・ 安全保障 の 基 軸 でございます , 私は 選挙 戦 を通じて トランプ 氏 の 物 言い には 大きな 懸念 を 抱 いて いました
今 ここで 私が 次 期 大統領 の 選挙 中 の発言 について 批判 的に コメントを 述べ る のは 生産 的 ではない と こう 思っている 次第 でございまして その 意味 からも なるべく 早く お 目に かかって まさに 自由 や 民主主義 や 基本的 人権 法の 支配 といった 普 遍 的 価値 を 共有 する 国 同士 の 同盟 である 日米同盟 は 揺 る がない ということを 確認を する必要がある と こう 考えた わけでございます , 共 に 信頼 を 築 いて いける ことができる そう 確 信 の 持 て る 会談 だと トランプ さん と お会い になった 後 総理は 発言を されました
 何 をもって 信頼 ができる かといえば 例えば 私 を 信頼 してくれ と 言えば これ 信頼 できる ということで はもちろん ない わけでございますが 言わば 先ほど申し上げましたように 日本 と 米国 というのは 自由 や 民主主義 そして 基本的 人権 法の 支配 普 遍 的な 価値 を持つ 同盟 であり そして 我が国が 他国 から 侵略 された 際には 共同 対処 する 唯一の 国 であります , 済みません 何を 言っている か さ っ ぱ り 分かりません でした
速記を起こして ください , 議 場 が 騒 然 となる のは 総理の 不 誠 実 な 答弁 だから です
先ほど 同盟 の 意義 について お話を したのは まさに 日米 関係の 日米 関係の これは まさに 原則 である から でありまして 同じ 質問を された から 同じ 答弁 になった わけでありまして それは それは 私が 答弁 したこと について 蓮 舫 委員が 正しく 私の 答弁を 十分に 酌 み 取って お られ なかった から 同じ 答弁 になる のは これ 当然のこと じゃありません か , トランプ さんは 先ほど 考え方 を 開 陳 された と 総理は 自民党の 質問 者 に 答え をしました
先ほど 信頼 できる 人 物 だというふうに お答えを させていただきましたが その 際 中身 の やり取り については 外 に 個別 的な やり取り については 外 に 出す のは 控え よう ということを 述べた わけでございます , TPP に アメリカ が 批准 をして 発効 するか しない かというのは 我が国の 国益 です
これは トランプ 次 期 大統領 が 自分の 政策 的な 見 地 を 発表 する の と 私 と トランプ大統領 と の やり取り を 発表 するのは 全く 別 の話 でありまして まだ やり取り については 全く 述べて いない わけでありまして この やり取り については 今 申し上げましたように どういう やり取り があった かということについては 申し上げる ことができない ということでございます , 日本 時間 二十二日 の 朝 総理は ブ エ ノ ス アイ レス で 記者会見 をして TPP について 米国 抜 き では 意味 がない 再 交渉 が 不 可能 である の と 同様 根本 的な 利益 の バランス が 崩 れる と 述べ ました
 トランプ 次 期 大統領 とは 様々な 課題 について 議論を した わけでございまして 当然 自由 貿易 についても 話 をさせていただいた わけでございます , 総理が 誰 よりも 先 ん じ て トランプ さんに 会 って そのことを 知って いた か 知らなかった かというのは その 直後 の A P E C を 大きく 左右 する 中身 であります
 リ マ においては A P E C と そして TPP 首脳 会議で の議論 でございまして A P E C というのは これは TPP に 入っている 国 だけではなくて それ以外の 国 もある わけでありますから まさに A P E C においては これは 自由 貿易 の 持つ 意義 について 今 こそ しっかりと 発信 していく べきだ と その中で TPP も 大きな 意義 がある ということを申し上げた わけでございます , TPP は 署名 をした 十二 か 国 その GDP が 八 五 % を超える 国が 批准 を しなければ 発効 しません
 発効 要件 としましては 署名 から 二年 後 たった 時点で 全 参加 国の GDP の 八 五 % 以上 あるいは 六 か 国 以上 が 締結 する こうした 要件 を満たす ということで あった と承知をしております , つまり アメリカ が 脱 退 を したら TPP は 発効 しません
TPP については 米国 か あるいは 日本が 言わば 参加 しなければ 発効 は しない わけでございます , この 長い 答弁 の どこに 拍 手 を しているのか が 全く 分かりません
この 国内 手続 を進め ていこう ということを申し上げた わけであります , 民進党 なら 一 抜け た というような 無 責任 な ことは 私は 一言 も 言って いません
